ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.719595611095429,0.000420891417888925,0.0003673865867313,0.279457718133926,0.000158395967446268
2,0.74785441160202,0.000591529242228717,0.000190389750059694,0.251177787780762,0.000185913231689483
3,0.843458652496338,0.000159654475282878,0.00013460342597682,0.155946314334869,0.00030076751136221
4,0.35091295838356,0.000448130420409143,0.00013318785931915,0.648369669914246,0.0001360403111903
5,0.204088300466537,0.000294212281005457,0.000145822283229791,0.795218050479889,0.000253577280091122
6,0.605662107467651,0.000209178295335732,0.000154174369527027,0.393824011087418,0.000150549356476404
7,0.531916677951813,0.00101746851578355,0.000200916663743556,0.46656933426857,0.000295624660793692
8,0.739295661449432,0.000221333844820037,0.00016048522957135,0.260153144598007,0.000169364633620717
9,0.573313713073731,0.00178605073597282,0.000185531098395586,0.423991948366165,0.000722738623153418
10,0.779433965682983,0.000959989905823022,0.000184949225513265,0.219079330563545,0.000341810053214431
11,0.926042497158051,0.00284932157956064,0.000630658934824169,0.069818526506424,0.00065893743885681
12,0.877025365829468,0.000189729806152172,0.000119387514132541,0.122548930346966,0.000116580325993709
13,0.751847088336945,0.00023890525335446,0.000145690559293143,0.247619569301605,0.000148810911923647
14,0.470824182033539,0.000376079609850422,0.000148721446748823,0.528501033782959,0.000150003863382153
15,0.627169549465179,0.000362432183464989,0.000253332313150167,0.370795011520386,0.00141965749207884
16,0.814697265625,0.000366630352800712,0.000150454885442741,0.184626832604408,0.000158779337652959
17,0.829048693180084,0.000198911802726798,0.000245945120695978,0.170356392860413,0.000150086081703193
18,0.815179169178009,0.00126950815320015,0.000374670111341402,0.182560175657272,0.000616429606452584
19,0.410320341587067,0.0001872161810752,0.00030067955958657,0.589039027690888,0.000152703069034033
20,0.345442891120911,0.000626897905021906,0.000216093903873116,0.653542697429657,0.000171398321981542
21,0.692802846431732,0.0118621550500393,0.000662169884890318,0.294242918491364,0.000429904466727749
22,0.630399167537689,0.000549974152818322,0.000155707617523149,0.36827427148819,0.000620903330855072
23,0.712794661521912,0.000390650180634111,0.000163370656082407,0.286491811275482,0.000159529416123405
24,0.804794013500214,0.000207978649996221,0.000149990970385261,0.194533050060272,0.00031497105374001
25,0.47107195854187,0.000436936563346535,0.000149064435390756,0.527779519557953,0.00056252145441249
26,0.748262882232666,0.00643790047615767,0.00028552784351632,0.24386927485466,0.00114448403473943
27,0.772703289985657,0.00020187784684822,0.000337762059643865,0.226604789495468,0.000152323933434673
28,0.790399134159088,0.0183994825929403,0.000354859483195469,0.189939349889755,0.000907167617697269
29,0.494544386863709,0.000472175917821005,0.000192096471437253,0.50406688451767,0.000724472047295421
30,0.501004338264465,0.000564156624022871,0.000168207014212385,0.498085737228394,0.000177513575181365
31,0.65903115272522,0.000942912243772298,0.00016897231398616,0.3395616710186,0.000295316538540646
32,0.152573615312576,0.000297808059258387,0.000235025232541375,0.846694648265839,0.000198891182662919
33,0.696860373020172,0.000278431660262868,0.00014419162471313,0.302529484033585,0.000187547673704103
34,0.642661154270172,0.00482019549235702,0.000147980390465818,0.352207809686661,0.000162838361575268
35,0.938248753547668,0.000352811621269211,0.000267735013039783,0.059590108692646,0.00154058437328786
36,0.151265844702721,0.000147765225847252,0.000105556020571385,0.848133444786072,0.000347404187778011
37,0.85162341594696,0.000185729615623131,0.000256950763287023,0.147784009575844,0.000149904779391363
38,0.301236867904663,0.000455713539849967,0.000359641446266323,0.697766244411469,0.000181524359504692
39,0.313207775354385,0.000198548077605665,0.000143963668961078,0.686309158802033,0.000140578733407892
40,0.852692246437073,0.00304382131434977,0.000236630221479572,0.114077046513557,0.0299502853304148
41,0.859322011470795,0.000282441993476823,0.000167170524946414,0.14006507396698,0.000163239776156843
42,0.427546113729477,0.000426214741310105,0.000340646598488092,0.571506023406982,0.000180960836587474
43,0.453225553035736,0.000566016416996718,0.00018221334903501,0.545754075050354,0.000272149976808578
44,0.782555997371674,0.000212832746910863,0.000146308637340553,0.216941967606545,0.000142868579132482
45,0.441733032464981,0.000230701713007875,0.000329449831042439,0.557531833648682,0.000175012784893624
46,0.435621351003647,0.00225784024223685,0.000199410555069335,0.561302959918976,0.000618450401816517
47,0.575446248054504,0.0024731841403991,0.000225175797822885,0.421439200639725,0.000416153925471008
48,0.617473065853119,0.00134367356076837,0.000212333805393428,0.380737274885178,0.000233653176110238
49,0.641269624233246,0.000188942125532776,0.000164634868269786,0.358208686113358,0.000168160811881535
50,0.554814457893372,0.000674806768074632,0.000376765907276422,0.443964034318924,0.000169913953868672
51,0.341303259134293,0.000228970864554867,0.000368423701729625,0.657937288284302,0.000162054333486594
52,0.126552924513817,0.000184878343134187,0.00011204896873096,0.871163249015808,0.00198691128753126
53,0.676735997200012,0.000790938851423562,0.000158583818119951,0.321243315935135,0.00107121025212109
54,0.739732921123505,0.000469215970952064,0.000155821704538539,0.259470582008362,0.000171466992469504
55,0.632137596607208,0.000538191292434931,0.000159954506671056,0.367000907659531,0.000163380362209864
56,0.576062858104706,0.000521586334798485,0.000213500301470049,0.422753721475601,0.000448336417321116
57,0.554845094680786,0.00031780602876097,0.000171517909620889,0.444498091936111,0.000167484948178753
58,0.631157398223877,0.00092545070219785,0.000178294983925298,0.367409348487854,0.000329512142343447
59,0.144610658288002,0.000238710621488281,0.000293569784844294,0.854654729366303,0.000202372480998747
60,0.224159315228462,0.00121103320270777,0.00015840822015889,0.774354577064514,0.000116625131340697
61,0.792208909988403,0.000383319944376126,0.000165945559274405,0.207072347402573,0.000169499588082545
62,0.924416065216064,0.000119894080853555,0.000101616053143516,0.0752586200833321,0.000103792444861028
63,0.420690566301346,0.0017850399017334,0.000157891307026148,0.577212333679199,0.000154178909724578
64,0.03400794044137,0.000156432361109182,0.000270914897555485,0.965445458889008,0.000119236938189715
65,0.956811308860779,0.000209101213840768,0.000186284683877602,0.0422934517264366,0.000499776971992105
66,0.808283805847168,0.000163111573783681,0.000142572826007381,0.191271245479584,0.000139220603159629
67,0.387616604566574,0.000204674695851281,0.000182971925823949,0.611808836460114,0.000186890771146864
68,0.280317038297653,0.000467256730189547,0.000135027075884864,0.718739926815033,0.000340747297741473
69,0.177706152200699,0.000140855423524044,0.000106435654743109,0.821942567825317,0.000103932994534262
70,0.374224722385407,0.00153830379713327,0.000398312375182286,0.623637616634369,0.000201042916160077
71,0.499844074249268,0.000273570971330628,0.000166874975548126,0.499365121126175,0.000350426387740299
72,0.712067663669586,0.000329341972246766,0.000395678740460426,0.286901980638504,0.000305329682305455
73,0.501623690128326,0.00110594043508172,0.000178705871803686,0.49691715836525,0.000174503977177665
74,0.102098003029823,0.000275887025054544,0.000163968201377429,0.897356808185577,0.000105340113805141
75,0.301271110773087,0.000548490264918655,0.000118575684609823,0.697694420814514,0.000367421103874221
76,0.293680667877197,0.0024616071023047,0.000624731415882707,0.702865540981293,0.000367443863069639
77,0.440246015787125,0.000184294927748851,0.000135834197863005,0.559301257133484,0.000132640270749107
78,0.710071682929993,0.00202005007304251,0.000155964851728641,0.287580698728561,0.000171624502399936
79,0.420703768730164,0.000376707117538899,0.00016525702085346,0.578592896461487,0.000161371426656842
80,0.945764422416687,0.00449449522420764,0.000418902840465307,0.0491541959345341,0.000168023179867305
81,0.811136960983276,0.00023046946444083,0.000167109305039048,0.188289120793343,0.000176355039002374
82,0.390749424695969,0.000499949150253087,0.000153509972733445,0.608274757862091,0.000322360720019788
83,0.568037986755371,0.000465197779703885,0.000198173802345991,0.431096225976944,0.000202418028493412
84,0.554211258888245,0.000697721843607724,0.000180553179234266,0.444734185934067,0.000176307759829797
85,0.807202458381653,0.00513052381575108,0.00013597471115645,0.18739826977253,0.000132777495309711
86,0.175630986690521,0.0986268520355225,0.00116508943028748,0.7155841588974,0.00899288896471262
87,0.421958178281784,0.000314532604534179,0.000438226386904717,0.57712459564209,0.000164474287885241
88,0.675513803958893,0.000262682442553341,0.00015721119416412,0.323594272136688,0.000472039508167654
89,0.635854303836823,0.00070045527536422,0.000200015827431344,0.363049924373627,0.00019531296857167
90,0.676711440086365,0.000170685554621741,0.000129006453789771,0.322857081890106,0.000131769484141842
91,0.709172129631043,0.00168926070909947,0.00016843261255417,0.288798123598099,0.00017203988682013
92,0.492149949073792,0.000233591548749246,0.000403098994866014,0.507039606571198,0.000173793101566844
93,0.377799063920975,0.000574703677557409,0.000176901201484725,0.621117889881134,0.000331439514411613
94,0.343667268753052,0.00914427265524864,0.000240913621382788,0.646626591682434,0.000320925901178271
95,0.34725022315979,0.000150553154526278,0.000134589310619049,0.652327120304108,0.000137471899506636
96,0.216866940259933,0.000525265408214182,0.000282159337075427,0.782183229923248,0.0001424163201591
97,0.897632479667664,0.000499707995913923,0.000471320527140051,0.100972004234791,0.000424529425799847
98,0.979890704154968,0.000133582318085246,0.000137348077259958,0.019547900184989,0.000290456897346303
99,0.703005731105804,0.0005929249455221,0.000171355524798855,0.296062707901001,0.000167326390510425
100,0.712980806827545,0.000199107133084908,0.000150488151120953,0.286515891551971,0.000153711109305732
101,0.715035498142242,0.000339840742526576,0.00021108215150889,0.283970326185226,0.000443258526502177
102,0.237558379769325,0.00041328277438879,0.000123626130516641,0.760946691036224,0.000958015210926533
103,0.346203029155731,0.00183638615999371,0.000140771255246364,0.651675999164581,0.000143786266562529
104,0.673946082592011,0.000506014621350914,0.000207166754989885,0.325194925069809,0.000145813406561501
105,0.769989430904388,0.000214115512790158,0.000153429005877115,0.22948631644249,0.000156715119373985
106,0.657634258270264,0.00329402927309275,0.00028008219669573,0.338585436344147,0.000206205368158408
107,0.652888596057892,0.000451507716206834,0.000200942406081595,0.346262693405151,0.000196217588381842
108,0.796619653701782,0.000480271002743393,0.000166009500389919,0.202571988105774,0.000162106225616299
109,0.835539102554321,0.00655659195035696,0.000430668354965746,0.157035037875175,0.000438608112744987
110,0.857844054698944,0.000494974141474813,0.000136451126309112,0.14123797416687,0.0002865384449251
111,0.769639432430267,0.000925687083508819,0.000159778355737217,0.229113981127739,0.000161156101967208
112,0.630576074123383,0.000295439356705174,0.000168224505614489,0.36871275305748,0.000247521966230124
113,0.47455170750618,0.000577356433495879,0.000174739107023925,0.524519979953766,0.000176245710463263
114,0.765669941902161,0.000716088397894055,0.000164321449119598,0.233281806111336,0.000167840829817578
115,0.751859843730927,0.000212339844438247,0.000303421082207933,0.247470274567604,0.000154095454490744
116,0.935908496379852,0.00029352746787481,0.000299243140034378,0.0626789778470993,0.000819702283479273
117,0.440524846315384,0.000253249861998484,0.000489364261738956,0.558403849601746,0.000328728230670095
118,0.669687390327454,0.000203559291549027,0.000172669402672909,0.329721659421921,0.000214699233765714
119,0.506011843681335,0.000328225403791294,0.000516338041052222,0.492917656898499,0.000225984796998091
120,0.378693848848343,0.000203651594347321,0.000155046582221985,0.620789051055908,0.000158367169206031
121,0.470017045736313,0.000320141232805327,0.000171272084116936,0.529318809509277,0.00017274878337048
122,0.0493197031319141,0.000228681703447364,0.000112741829070728,0.950281918048859,5.69049771002028e-05
123,0.646296739578247,0.000230046527576633,0.000377114018192515,0.352904558181763,0.000191520972293802
124,0.960915088653564,0.00018246250692755,0.000307646492728964,0.0383660234510899,0.000228800985496491
125,0.905370593070984,0.000575641635805368,0.000408202351536602,0.0932779237627983,0.000367677392205223
126,0.787152528762817,0.00109208247158676,0.000125241131172515,0.211502224206924,0.000127923514810391
127,0.217822849750519,0.000325707049341872,0.000226281903451309,0.781501710414887,0.000123434307170101
128,0.0967756733298302,0.000350143440300599,8.19365814095363e-05,0.90259450674057,0.00019767545745708
129,0.739198863506317,0.000309853930957615,0.00016046421660576,0.260119080543518,0.000211751379538327
130,0.37529730796814,0.000422023003920913,0.000570041127502918,0.62313973903656,0.000570899341255426
131,0.621474027633667,0.00135991047136486,0.000171354724443518,0.376821845769882,0.000172832136740908
132,0.666054487228394,0.0311169028282166,0.0018304605036974,0.295969307422638,0.00502883177250624
133,0.618897318840027,0.000311696057906374,0.000189939644769765,0.380400598049164,0.000200448717805557
134,0.844604849815369,0.000172290645423345,0.000149831685121171,0.154886662960053,0.000186302699148655
135,0.515312314033508,0.000250055745709687,0.000181310955667868,0.484079241752625,0.000177047826582566
136,0.593281805515289,0.00212635984644294,0.000173987500602379,0.404247939586639,0.000169896462466568
137,0.71354341506958,0.000274939258815721,0.000216688262298703,0.285736352205277,0.00022867729421705
138,0.85046261548996,0.00551421474665403,0.000281614484265447,0.142594769597054,0.0011467490112409
139,0.821577906608582,0.00183334457688034,0.000148567763972096,0.17628338932991,0.000156787646119483
140,0.953043758869171,0.000210633297683671,0.000191709739738144,0.0453667491674423,0.00118720519822091
141,0.472085893154144,0.000283889909042045,0.000170335071743466,0.52728009223938,0.000179759372258559
142,0.37028568983078,0.000924020074307919,0.000140687378006987,0.628512263298035,0.000137379349325784
143,0.574139952659607,0.000868342292960733,0.000171137318830006,0.424653500318527,0.000167113466886804
144,0.34365326166153,0.000215712309000082,0.000183735028258525,0.65581202507019,0.000135271533508785
145,0.364276677370071,0.000893128337338567,0.000235348139540292,0.633700788021088,0.000894049182534218
146,0.355998933315277,0.000157484493684024,0.000136955568450503,0.643395781517029,0.000310818169964477
147,0.333288162946701,0.000257269392022863,0.000137299546622671,0.66611522436142,0.000202019640710205
148,0.415085405111313,0.000247238640440628,0.000157898917677812,0.583913624286652,0.000595859659370035
149,0.725601196289063,0.000869364303071052,0.000430348474765196,0.272583067417145,0.000516052125021815
150,0.14350289106369,0.000242142530623823,0.00021121054305695,0.855865061283112,0.000178737886017188
151,0.940441250801086,0.000168210361152887,0.00022539944620803,0.0589317493140698,0.00023336241429206
152,0.512572288513184,0.000575505953747779,0.000332924537360668,0.486309796571732,0.00020949864119757
153,0.742326617240906,0.00200030999258161,0.000487165409140289,0.254788398742676,0.0003975237486884
154,0.653566837310791,0.00126668531447649,0.000159727394930087,0.344843596220017,0.000163148244610056
155,0.328317224979401,0.000325058150338009,0.000211318940273486,0.670997679233551,0.000148736056871712
156,0.643363058567047,0.000265459762886167,0.000208155208383687,0.355904489755631,0.000258822954492644
157,0.834327578544617,0.00387287046760321,0.000434187852079049,0.161069914698601,0.000295503676170483
158,0.902940988540649,0.000476810761028901,0.000138993811560795,0.096151277422905,0.000291877891868353
159,0.665235042572022,0.000994041445665061,0.00100667914375663,0.332327276468277,0.000436972331954166
160,0.541420698165894,0.000630372436717153,0.000171456398675218,0.457588791847229,0.000188671387149952
161,0.25460496544838,0.000990612781606615,0.00018750480376184,0.743933141231537,0.000283810979453847
162,0.937410473823547,0.00219256291165948,0.000206090786377899,0.0600238926708698,0.000166974306921475
163,0.162523984909058,0.000650711532216519,0.000108155072666705,0.836223363876343,0.000493842060677707
164,0.32423010468483,0.00114047701936215,0.000143705066875555,0.674340724945068,0.000144944235216826
165,0.680251061916351,0.00293771200813353,0.000243342554313131,0.316388756036758,0.000179156471858732
166,0.516104817390442,0.00111034116707742,0.000167872422025539,0.482453018426895,0.000163925185916014
167,0.317062169313431,0.000625316344667226,0.000179824652150273,0.681868016719818,0.000264590344158933
168,0.833725214004517,0.00163211405742913,0.000321706611430272,0.164060354232788,0.000260645843809471
169,0.275842696428299,0.000181565686943941,0.000114250258775428,0.723749876022339,0.000111563851532992
170,0.881973326206207,0.00426097027957439,0.000237819578615017,0.113216616213322,0.000311211362713948
171,0.673290491104126,0.000232364618568681,0.000329576461808756,0.325955361127853,0.000192274543223903
172,0.303167223930359,0.000314571749186143,0.0001433268917026,0.696164011955261,0.000210888363653794
173,0.436982482671738,0.000338283047312871,0.000265411770669743,0.562259018421173,0.000154840861796401
174,0.532961130142212,0.00237393984571099,0.000387297244742513,0.463204234838486,0.00107340468093753
175,0.285062789916992,0.00201796647161245,0.000445160054368898,0.712279260158539,0.000194832449778914
176,0.828971683979034,0.000397372583393008,0.00015579340106342,0.169728174805641,0.00074704346479848
177,0.595670342445374,0.000523580063600093,0.000181047129444778,0.403308570384979,0.000316419784212485
178,0.546340227127075,0.000223138369619846,0.000161793592269532,0.453116863965988,0.000157989430590533
179,0.617439270019531,0.00263498770073056,0.000163549644639716,0.379595160484314,0.000167052348842844
180,0.950167179107666,0.000695747672580183,0.000217018241528422,0.0486447140574455,0.000275280530331656
181,0.451590687036514,0.000221347654587589,0.000167258462170139,0.547851979732513,0.000168700717040338
182,0.431548297405243,0.000362515362212434,0.000185571654583327,0.567402482032776,0.000501110858749598
183,0.478042960166931,0.00181879010051489,0.000147388185723685,0.519835352897644,0.000155542948050424
184,0.763425230979919,0.000148346953210421,0.000120526688988321,0.236188247799873,0.00011769281263696
185,0.60932320356369,0.000623594678472728,0.000208999801543541,0.389630705118179,0.000213476116186939
186,0.208857402205467,0.000437370094005018,0.000243239323026501,0.79033350944519,0.000128420870169066
187,0.769434332847595,0.000688239699229598,0.000208519777515903,0.15644533932209,0.0732235834002495
188,0.852028369903565,0.00321026775054634,0.000328874710248783,0.144057676196098,0.000374824885511771
189,0.388810366392136,0.000374534429283813,0.000260644097579643,0.609586954116821,0.000967486354056746
190,0.954053044319153,0.000207059041713364,0.00018404729780741,0.0453733243048191,0.000182454183232039
191,0.338834315538406,0.000285954738501459,0.000162823824211955,0.66047728061676,0.000239575776504353
192,0.697075724601746,0.00916462205350399,0.000436641043052077,0.292116641998291,0.00120636133942753
193,0.841342747211456,0.000142662334837951,0.00012469851935748,0.158268064260483,0.000121766563097481
194,0.441625624895096,0.000902438827324659,0.00016530224820599,0.557017743587494,0.000288902141619474
195,0.435770601034164,0.000406604929594323,0.000166821555467322,0.563485622406006,0.000170394487213343
196,0.0549277439713478,0.000359721132554114,0.000116903691377956,0.94446873664856,0.000126891463878565
197,0.171446353197098,0.000235385959967971,0.0001530234439997,0.828048825263977,0.00011640100274235
198,0.794300079345703,0.00224832096137106,0.000164897937793285,0.203120321035385,0.000166319834534079
199,0.391277730464935,0.0052988869138062,0.000158152979565784,0.603103697299957,0.000161540257977322
200,0.794860422611237,0.000980540062300861,0.000150793683133088,0.203860983252525,0.000147248021676205
201,0.224499061703682,0.00171975302509964,0.000168930768268183,0.773285090923309,0.000327227025991306
202,0.872709274291992,0.00562638649716973,0.000300142739433795,0.120829991996288,0.000534258200787008
203,0.901296615600586,0.00078462902456522,0.000275996397249401,0.0973551869392395,0.000287609524093568
204,0.331921428442001,0.000426555663580075,0.000223382841795683,0.66726416349411,0.000164461671374738
205,0.214581936597824,0.00441247178241611,0.0002933242067229,0.78044730424881,0.00026498333318159
